ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
85,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training",Technical documentation;Blogs;Written Tutorials,NA,12,7,"Developer, full-stack",20 to 99 employees,I have some influence,Start a free trial;Ask developers I know/work with,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,55000,Yearly,HTML/CSS;JavaScript;PowerShell;TypeScript,Dart;Rust,NA,NA,AWS,NA,Node.js,Blazor,NA,NA,Docker;npm,NA,Visual Studio Code,NA,Windows,Windows,Git,Command-line;Dedicated version control GUI application,,,NA,NA,Google Chat;Slack,NA,Very unfavorable,Stack Overflow;Stack Exchange,Less than once per month or monthly,Not sure/can't remember,NA,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,7,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Agree,1-2 times a week,6-10 times a week,Never,15-30 minutes a day,60-120 minutes a day,Somewhat long,Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,No,No,Appropriate in length,Easy,69102
86,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Written-based Online Courses",NA,10,7,"Data scientist or machine learning specialist;Engineer, data;Developer, full-stack;Developer, back-end",100 to 499 employees,I have some influence,Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,United States of America,USD	United States dollar,95000,Yearly,Bash/Shell;Java;Python;SQL,Clojure;Dart;Go;Java;JavaScript;Kotlin;Python;Scala;TypeScript,MariaDB;MySQL,MariaDB;MySQL,NA,NA,NA,NA,Keras;NumPy;Scikit-learn;TensorFlow;Torch/PyTorch;Hugging Face Transformers,Flutter;Keras;NumPy;Scikit-learn;Spring;TensorFlow;Torch/PyTorch;Hugging Face Transformers,NA,NA,Eclipse;Notepad++;PyCharm,Eclipse;IntelliJ;Notepad++;PyCharm,Linux-based;Windows,Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,NA,NA,Microsoft Teams;Zoom,Microsoft Teams;Slack;Zoom,Indifferent,Stack Overflow,Daily or almost daily,No,NA,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,Prefer not to say,Yes,Independent contributor,7,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,1-2 times a week,6-10 times a week,1-2 times a week,60-120 minutes a day,15-30 minutes a day,Somewhat short,Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Observability tools,No,No,Yes,Appropriate in length,Easy,95000
87,None of these,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Technical documentation;Blogs;Stack Overflow,NA,13,8,"Developer, back-end;Engineering manager",100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Spain,EUR European Euro,90000,Yearly,Bash/Shell;C#;Groovy;HTML/CSS;JavaScript,Bash/Shell;C#;Groovy;HTML/CSS;JavaScript,Cassandra;DynamoDB;MariaDB;Microsoft SQL Server;Firebase Realtime Database;Redis,Cassandra;DynamoDB;MariaDB;Microsoft SQL Server;Firebase Realtime Database;Redis,AWS;Firebase;Google Cloud;Linode;Microsoft Azure,AWS;Firebase;Google Cloud;Microsoft Azure,Angular;ASP.NET;ASP.NET Core ;Node.js;React.js,Angular;ASP.NET;ASP.NET Core ;Node.js;React.js,.NET;Xamarin,.NET;Xamarin,Ansible;Docker;Kubernetes,Ansible;Docker;Kubernetes,Android Studio;Visual Studio;Visual Studio Code,Android Studio;Visual Studio;Visual Studio Code,Windows,Windows,Git,Code editor;Dedicated version control GUI application,,,Confluence,Confluence,Google Chat;Microsoft Teams;Zoom,Google Chat;Microsoft Teams;Zoom,Indifferent,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,European;Hispanic or Latino/a,None of the above,None of the above,Yes,People manager,9,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,3-5 times a week,3-5 times a week,3-5 times a week,30-60 minutes a day,30-60 minutes a day,Somewhat long,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery,Yes,Yes,Yes,Appropriate in length,Easy,95979
89,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum);On the job training",Blogs;Programming Games;Written Tutorials;Stack Overflow;Video-based Online Courses;Interactive tutorial,NA,7,6,"Developer, full-stack",100 to 499 employees,I have little or no influence,Start a free trial;Ask developers I know/work with,Germany,EUR European Euro,67000,Yearly,HTML/CSS;TypeScript,TypeScript,PostgreSQL,PostgreSQL,NA,NA,Angular,Angular;Ruby on Rails,NA,NA,Docker;npm,Docker;Yarn,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,macOS,Windows,Git,Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,Confluence;Jira Work Management,Jira Work Management,Microsoft Teams;Slack,Microsoft Teams;Slack,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,No,NA,"No, not really",35-44 years old,Man,No,Prefer not to say,European,None of the above,None of the above,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,71451
90,I am a developer by profession,"Employed, full-time",Full in-person,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc)",NA,NA,16,5,"Developer, desktop or enterprise applications;Project manager","1,000 to 4,999 employees",I have some influence,Ask developers I know/work with,Sweden,SEK	Swedish krona,47000,Monthly,C#;C++;PowerShell;Python,C#;C++;Python,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notepad++;Visual Studio,Notepad++;Visual Studio;Visual Studio Code,Windows,Windows,SVN,Dedicated version control GUI application,,,NA,NA,Microsoft Teams,NA,Unfavorable,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,Yes,NA,6,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Never,Never,1-2 times a week,60-120 minutes a day,Less than 15 minutes a day,Just right,None of these,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,57288
91,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Written-based Online Courses,Other,5,5,"Engineer, data",20 to 99 employees,I have little or no influence,Start a free trial,France,EUR European Euro,60000,Yearly,Python;R;SQL,Python;SQL,MongoDB;SQLite,SQLite,Heroku,NA,Flask,NA,NumPy;Pandas;Tidyverse,NumPy;Pandas,NA,NA,IPython/Jupyter;PyCharm;RStudio;Visual Studio Code,PyCharm;Visual Studio Code,Windows,Windows,Git,Code editor;Dedicated version control GUI application,,,ClickUp,ClickUp,Microsoft Teams;Slack,Mattermost;Slack,Indifferent,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Daily or almost daily,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White;European,None of the above,None of the above,Yes,Independent contributor,9,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,1-2 times a week,1-2 times a week,NA,15-30 minutes a day,30-60 minutes a day,Just right,Automated testing,Yes,Yes,Yes,Too short,Easy,63986
92,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training",Technical documentation;Blogs;Written Tutorials;Stack Overflow,NA,30,19,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Cloud infrastructure engineer",100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,France,EUR European Euro,60000,Yearly,C#;C++;Delphi;JavaScript,Delphi,DynamoDB;Microsoft SQL Server;PostgreSQL,NA,AWS,NA,Angular;ASP.NET Core ;Node.js,NA,.NET,NA,Docker;Terraform,NA,"RAD Studio (Delphi, C++ Builder);Visual Studio;Visual Studio Code","RAD Studio (Delphi, C++ Builder)",Windows,Windows,Git;SVN,Command-line;Dedicated version control GUI application,,,NA,NA,Microsoft Teams;Slack;Zoom,NA,Very unfavorable,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,Yes,Independent contributor,19,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Disagree,Never,1-2 times a week,1-2 times a week,Less than 15 minutes a day,30-60 minutes a day,Just right,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,No,Yes,Appropriate in length,Easy,63986
93,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Other (please specify):,"Other doctoral degree (Ph.D., Ed.D., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Auditory material (e.g., podcasts);Interactive tutorial",Coursera;edX,5,1,"Developer, back-end;Academic researcher;Scientist","10,000 or more employees",I have little or no influence,NA,Israel,ILS	Israeli new shekel,NA,NA,Bash/Shell;C++;Go;HTML/CSS;Python;R,Bash/Shell;C++;HTML/CSS;Python;R,NA,NA,NA,NA,Flask,Flask,Keras;NumPy;Pandas;Scikit-learn;Tidyverse;TensorFlow;Torch/PyTorch,Keras;NumPy;Pandas;Scikit-learn;Tidyverse;TensorFlow;Torch/PyTorch,NA,NA,IPython/Jupyter;PyCharm;RStudio;Visual Studio Code,IPython/Jupyter;RStudio;Visual Studio Code,Linux-based,Linux-based;Windows,Git;Mercurial,Code editor;Command-line,,,NA,NA,Google Chat,Google Chat,Very unfavorable,Stack Overflow;Stack Exchange,Less than once per month or monthly,No,NA,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,White;Middle Eastern,None of the above,None of the above,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
94,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp;Hackathons (virtual or in-person)",NA,Codecademy,9,5,"Developer, front-end",10 to 19 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with,United States of America,USD	United States dollar,166000,Yearly,Bash/Shell;HTML/CSS;JavaScript;PHP;TypeScript,HTML/CSS;TypeScript,Cloud Firestore;Firebase Realtime Database,NA,AWS;Firebase;Google Cloud,Google Cloud,Next.js;React.js,Next.js;React.js,NA,NA,Docker;Homebrew;npm,Homebrew;npm;Yarn,Visual Studio Code,Visual Studio Code,macOS,macOS,Git,Code editor;Version control hosting service web GUI;Dedicated version control GUI application,,,Asana;Notion,Asana;Notion,Slack;Zoom,Slack,Unfavorable,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Woman,No,Straight / Heterosexual,Hispanic or Latino/a,None of the above,None of the above,Yes,Independent contributor,5,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Never,Never,1-2 times a week,Less than 15 minutes a day,15-30 minutes a day,Somewhat long,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery,Yes,Yes,Yes,Appropriate in length,Easy,166000
95,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other doctoral degree (Ph.D., Ed.D., etc.)","School (i.e., University, College, etc)",NA,NA,6,3,Data scientist or machine learning specialist;Scientist,20 to 99 employees,I have little or no influence,NA,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,42000,Yearly,Python;R,NA,PostgreSQL;SQLite,PostgreSQL;SQLite,NA,NA,NA,NA,Apache Spark;Tidyverse,Apache Spark;Tidyverse,NA,NA,Atom;IPython/Jupyter;RStudio,Atom;IPython/Jupyter;RStudio,Linux-based,Linux-based,Git,Command-line,,,Confluence;Jira Work Management;Microsoft Planner,NA,Microsoft Teams;Slack;Zoom,NA,Very unfavorable,Stack Overflow,A few times per week,No,NA,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White;European,None of the above,None of the above,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,52769
96,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;School (i.e., University, College, etc);On the job training",NA,NA,7,4,"Developer, embedded applications or devices;Security professional",100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,United States of America,USD	United States dollar,92000,Yearly,Bash/Shell;C;C++;Python,Bash/Shell;C;Python;Rust,SQLite,NA,NA,NA,NA,NA,NA,NA,Docker,Docker,Eclipse;Notepad++;Sublime Text;Vim;Visual Studio Code,Notepad++;Sublime Text;Visual Studio Code,Linux-based;Windows,Linux-based,Git,Command-line,,,Microsoft Planner;Microsoft Lists,NA,Cisco Webex Teams;Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack,Favorable,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",25-34 years old,Man,No,NA,NA,None of the above,None of the above,Yes,Independent contributor,4,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,3-5 times a week,6-10 times a week,1-2 times a week,60-120 minutes a day,60-120 minutes a day,Just right,DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,No,Yes,No,Appropriate in length,Easy,92000
97,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);On the job training",Technical documentation;Blogs;Stack Overflow;Coding sessions (live or recorded),NA,6,6,"Developer, full-stack",20 to 99 employees,I have little or no influence,Start a free trial;Ask developers I know/work with,Israel,ILS	Israeli new shekel,40000,Monthly,Go;HTML/CSS;JavaScript;Ruby;Rust;SQL,HTML/CSS;JavaScript;Ruby;Rust,CouchDB;Elasticsearch;PostgreSQL;Redis,PostgreSQL;Redis,AWS;Google Cloud;Heroku,Google Cloud;Heroku,Express;Fastify;Gatsby;Next.js;Node.js;React.js;Ruby on Rails,Express;Fastify;Next.js;Node.js;React.js,NA,NA,Ansible;Docker;Kubernetes;npm;Terraform;Yarn,Ansible;Docker;Kubernetes;npm;Terraform;Yarn,IntelliJ;Nano;RubyMine;Visual Studio Code,IntelliJ;Nano;RubyMine;Visual Studio Code,Linux-based,Linux-based,Git,Command-line,,,Confluence;Jira Work Management,NA,Microsoft Teams;Slack;Zoom,Slack,Very unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White;European;Middle Eastern,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Yes,Independent contributor,7,Strongly agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,1-2 times a week,6-10 times a week,Never,60-120 minutes a day,15-30 minutes a day,Somewhat short,Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,No,No,Yes,Too long,Easy,143484
98,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,I don’t code outside of work,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Hackathons (virtual or in-person)","Technical documentation;Blogs;Written Tutorials;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Written-based Online Courses;Interactive tutorial;Certification videos",Udemy;Codecademy;Pluralsight,26,22,"Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;DevOps specialist;Data or business analyst",100 to 499 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,United States of America,USD	United States dollar,450000,Yearly,C#;HTML/CSS;Java;JavaScript;Python;SQL;VBA,C#;HTML/CSS;JavaScript;SQL;VBA,DynamoDB;Elasticsearch;Microsoft SQL Server;MySQL;Oracle;Redis,DynamoDB;Microsoft SQL Server;MySQL;Oracle,AWS;Firebase;Google Cloud;Microsoft Azure,AWS;Firebase;Google Cloud;Microsoft Azure,Angular;ASP.NET;ASP.NET Core ;jQuery;Node.js;React.js,ASP.NET;ASP.NET Core ;jQuery;Node.js,.NET,.NET,Kubernetes;npm,npm,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Linux-based;Windows,Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,Confluence;Jira Work Management,NA,Google Chat;Microsoft Teams;Slack;Zoom,Google Chat;Microsoft Teams;Slack,Very favorable,Stack Overflow;Stack Exchange,Less than once per month or monthly,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,22,Strongly agree,Disagree,Agree,Strongly agree,Agree,Agree,Disagree,1-2 times a week,3-5 times a week,1-2 times a week,Less than 15 minutes a day,30-60 minutes a day,Somewhat long,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,Yes,Yes,Appropriate in length,Easy,450000
